url,written,written_human_readable,origin,shape,shards,chunks,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/ebi-ngff-challenge-2024/c0e5d621-62cc-43a6-9dad-2ddab8959d17.zarr,489363667,466.69 MB,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD464,"163,2,1,1024,1024","1,1,1,2048,2048","1,1,1,128,128",https://creativecommons.org/licenses/by/4.0/,Calcium wave dynamics,Time lapse image of whole leaves expressing calcium and glutamate responses,NCBI:txid3701,obo:FBbi_00000251
